시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,업무담당자,담당자전화번호,비고
평택시,예정구역,재건축,지산1,경기도 평택시 지산동 1029,19666,1992,11,360,,90,270,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,지산2,경기도 평택시 지산동 1089,8882,1992,3,299,,,299,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,지산4,경기도 평택시 지산동 1091,13170,1992,3,216,,,,216,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,지산5,경기도 평택시 지산동 1095,24555,1992,14,414,,,210,204,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,서정2,경기도 평택시 서정동 794,19330,1987,12,420,,,420,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,이충1,경기도 평택시 이충동 478,27173,1990,13,490,,490,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,이충2,경기도 평택시 이충동 381,58242,1993,14,1266,,,,1146,120,,,,,,,,,,,,,,,,250%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,동삭1,경기도 평택시 동삭동 340-6,27930,1992,7,612,,,78,534,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,남산1,경기도 평택시 팽성읍 남산리 산76-9,11310,1997,5,90,,,,90,,,,,,,,,,,,,,,,,180%/250%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,주거환경개선,송탄-01,경기도 평택시 신장동 624-22,53185,1967~2016,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,주거환경개선,송탄-02,경기도 평택시 신장동 280-46,40968,1963~2018,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2023-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,주거환경개선,송탄-03,경기도 평택시 서정동 570-65,55457,1957~2018,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2023-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,주거환경개선,송탄-04,경기도 평택시 신장동 267-292,64789,1966~2016,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2023-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,주거환경개선,송탄-05,경기도 평택시 서정동 873-29,67895,1976~2017,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,주거환경개선,송탄-06,경기도 평택시 서정동 893-13,61461,1968~2008,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,관리처분,재개발,세교1구역,경기도 평택시 세교동 202-5번지 일원,67746,1962-2005,146,453,453,,,,,1573,263,,1310,263,,132,131,,,1310,80,1051,179,0.47,3,434,248,조합,2008,2025,,,,2008-05-13,,2008-06-18,,,2008-10-21,2010-07-19,2015-09-10,,,,,보상절차 진행 중,차윤,031-8024-4132,
평택시,관리처분,재건축,서정연립,경기도 평택시 서정동 780 일원,56888,1986,25,420,,420,,,,1107,406,701,,1107,,254,853,,,,,,,0.49,2.28,421,399,조합,2012,,,,2011-07-19,2012-04-14,2015-02-03,2012-07-09,2009-11-18,2010-09-16,2013-05-02,2018-07-03,2020-02-07,,,,,철거완료,정예주,031-8024-4172,
하남시,관리처분,재개발,C구역,경기도 하남시 덕풍동 285-31 일대,49646,1985,219,1046,305,652,89,,,980,334,596,50,930,12,538,380,,,50,42,8,,2.3,2.5,343,267,조합,2010,2025,2008-10-07,2010-09-30,2008-10-31,2010-09-17,2014-10-27,2009-04-06,,,2012-12-31,2020-07-30,2020-03-19,,,,,착공 준비 중,김은경,031-790-5186,
화성시,예정구역,재개발,향남1-1,경기도 화성시 발안리 60-2,26913,1982,64,115,7,4,27,22,55,,,,,,,,,,,,,,,1.8,2,116,,,,,2014-06-17,2016-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2414,
화성시,예정구역,재개발,진안1-2,경기도 화성시 진안동 524-7,11738,1986,13,181,,1,,,180,,,,,,,,,,,,,,,1.8,2,13,,,,,2014-06-17,2019-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2409,
화성시,예정구역,재개발,송산1-1,경기도 화성시 사강리 610-5,20450,1964,43,109,2,11,17,12,67,,,,,,,,,,,,,,,1.8,2.5,82,,,,,2014-06-17,2015-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2410,
화성시,예정구역,재개발,남양1-1,경기도 화성시 남양동 1263,17426,1981,29,61,5,8,,8,40,,,,,,,,,,,,,,,1.8,2.5,58,,,,,2014-06-17,2019-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2411,
화성시,예정구역,재개발,우정1-1,경기도 화성시 조암리 227-2,13270,1968,28,47,5,,2,14,26,,,,,,,,,,,,,,,2.3,2.5,49,,,,,2014-06-17,2016-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2412,
화성시,예정구역,재개발,우정1-2,경기도 화성시 조암리 360-2,52750,1987,64,254,2,3,8,4,237,,,,,,,,,,,,,,,2.3,2.5,145,,,,,2014-06-17,2020-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2413,
화성시,예정구역,재개발,봉담1-1,경기도 화성시 동화리 340,14860,1973,37,91,5,7,14,6,59,,,,,,,,,,,,,,,0.8,2.5,76,,,,,2014-06-17,2015-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2405,
화성시,추진위원회,재건축,화산주택,경기도 화성시 송산동 97-15,17339,1987,7,198,,,135,63,,405,405,,,405,,322,83,,,,,,,1.02,2.4,211,,추진위,2013,,,,2015-08-06,2015-08-06,2017-06-05,2016-05-20,,2012-10-26,,,,,,,,조합설립인가 준비 중,윤종열,031-5189-2418,
화성시,예정구역,도시환경,우정Ⅱ-1,경기도 화성시 조암리 270-38,12890,1971,64,69,2,3,1,21,42,,,,,,,,,,,,,,,8,8,52,,,,,2014-06-17,2019-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2415,
화성시,예정구역,재개발,봉담1-2,경기도 화성시 수영리  649-3,19929,1986,33,227,,7,,2,218,,,,,,,,,,,,,,,2.3,2.5,57,,,,,2014-06-17,2019-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2406,
화성시,예정구역,도시환경,봉담Ⅲ-1,경기도 화성시 와우리 160,40200,1972,53,154,12,8,5,7,122,,,,,,,,,,,,,,,2,2.5,26,,,,,2014-06-17,2015-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2417,
화성시,예정구역,도시환경,향남Ⅱ-5,경기도 화성시 평리 118-10,15088,197,22,58,3,1,3,13,38,,,,,,,,,,,,,,,8,8,31,,,,,2014-06-17,2016-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2416,
화성시,예정구역,재개발,안녕1-1,경기도 화성시 안녕동 46-4,74400,1969,136,447,21,12,23,47,344,,,,,,,,,,,,,,,1.8,200~270%,329,,,,,2014-06-17,2015-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2407,
화성시,예정구역,재개발,진안1-1,경기도 화성시 진안동 525-59,10963,1962,23,94,,2,7,10,75,,,,,,,,,,,,,,,1.8,2,44,,,,,2014-06-17,2019-01-31,,,,,,,,,,,,,,정비예정구역 고시,윤종열,031-5189-2408,

